event_id,customer_id,event_date,event_type,points_change,points_balance,tier,campaign_id,description
LOY00009181,CUST003689,2022-03-20,Points Redeemed,-991,-1332,Bronze,CAMP005,Event: Points Redeemed
LOY00000901,CUST003689,2022-12-01,Bonus Points,100,-1232,Silver,,Event: Bonus Points
LOY00010250,CUST003690,2022-09-25,Points Earned,402,402,Silver,CAMP011,Event: Points Earned
LOY00002766,CUST003690,2024-11-04,Points Earned,418,820,Bronze,,Event: Points Earned
LOY00014018,CUST003691,2022-10-05,Points Redeemed,-185,-185,Bronze,,Event: Points Redeemed
LOY00010454,CUST003691,2023-07-15,Points Earned,396,211,Bronze,CAMP006,Event: Points Earned
LOY00008941,CUST003691,2024-05-13,Points Earned,366,577,Platinum,,Event: Points Earned
LOY00007346,CUST003692,2024-11-12,Points Earned,457,457,Silver,CAMP001,Event: Points Earned
LOY00014069,CUST003693,2022-02-19,Points Earned,310,310,Platinum,,Event: Points Earned
LOY00003043,CUST003693,2022-04-21,Birthday Bonus,219,529,Gold,,Event: Birthday Bonus
LOY00010338,CUST003693,2022-07-01,Points Earned,282,811,Silver,CAMP004,Event: Points Earned
LOY00014686,CUST003693,2022-09-23,Points Redeemed,-666,145,Silver,CAMP014,Event: Points Redeemed
LOY00003748,CUST003693,2023-03-26,Points Earned,276,421,Bronze,,Event: Points Earned
LOY00011121,CUST003693,2023-07-16,Birthday Bonus,166,587,Silver,,Event: Birthday Bonus
LOY00006524,CUST003693,2024-09-01,Points Redeemed,-927,-340,Silver,CAMP013,Event: Points Redeemed
LOY00011326,CUST003694,2024-04-12,Tier Downgraded,0,0,Bronze,CAMP008,Event: Tier Downgraded
LOY00006529,CUST003694,2024-05-08,Points Earned,285,285,Silver,CAMP012,Event: Points Earned
LOY00011861,CUST003694,2024-11-29,Bonus Points,123,408,Silver,CAMP008,Event: Bonus Points
LOY00000419,CUST003695,2024-03-11,Points Earned,202,202,Bronze,,Event: Points Earned
LOY00014605,CUST003695,2024-04-11,Points Redeemed,-941,-739,Bronze,,Event: Points Redeemed
LOY00005485,CUST003696,2022-02-08,Points Earned,39,39,Silver,CAMP019,Event: Points Earned
LOY00003894,CUST003696,2023-12-01,Points Redeemed,-643,-604,Bronze,CAMP001,Event: Points Redeemed
LOY00000364,CUST003696,2024-01-25,Points Earned,252,-352,Gold,,Event: Points Earned
LOY00003752,CUST003698,2022-05-22,Points Earned,188,188,Bronze,,Event: Points Earned
LOY00009568,CUST003699,2024-07-26,Points Redeemed,-386,-386,Gold,CAMP012,Event: Points Redeemed
LOY00012421,CUST003700,2022-03-26,Bonus Points,26,26,Gold,,Event: Bonus Points
LOY00007552,CUST003701,2022-11-10,Points Earned,191,191,Bronze,,Event: Points Earned
LOY00003144,CUST003701,2023-11-09,Birthday Bonus,132,323,Gold,,Event: Birthday Bonus
LOY00003517,CUST003702,2022-05-26,Points Earned,437,437,Silver,,Event: Points Earned
LOY00007059,CUST003702,2022-08-26,Tier Upgraded,0,437,Silver,,Event: Tier Upgraded
LOY00002583,CUST003703,2022-09-11,Birthday Bonus,399,399,Silver,,Event: Birthday Bonus
LOY00012743,CUST003703,2023-07-10,Points Redeemed,-171,228,Gold,CAMP003,Event: Points Redeemed
LOY00001994,CUST003703,2023-07-24,Bonus Points,248,476,Gold,CAMP012,Event: Bonus Points
LOY00011035,CUST003703,2024-02-12,Tier Upgraded,0,476,Bronze,CAMP013,Event: Tier Upgraded
LOY00001600,CUST003703,2024-10-20,Points Redeemed,-695,-219,Bronze,CAMP020,Event: Points Redeemed
LOY00004794,CUST003704,2022-01-14,Points Earned,395,395,Bronze,CAMP003,Event: Points Earned
LOY00006364,CUST003704,2022-03-27,Points Earned,498,893,Bronze,,Event: Points Earned
LOY00002391,CUST003704,2022-08-30,Tier Downgraded,0,893,Silver,,Event: Tier Downgraded
LOY00000962,CUST003704,2022-09-06,Points Redeemed,-175,718,Silver,,Event: Points Redeemed
LOY00007936,CUST003704,2023-05-13,Referral Bonus,120,838,Bronze,,Event: Referral Bonus
LOY00008058,CUST003705,2022-04-24,Referral Bonus,328,328,Silver,,Event: Referral Bonus
LOY00012035,CUST003705,2022-06-03,Points Redeemed,-334,-6,Silver,CAMP010,Event: Points Redeemed
LOY00012099,CUST003705,2024-02-06,Tier Upgraded,0,-6,Silver,,Event: Tier Upgraded
LOY00006945,CUST003706,2022-07-03,Welcome Bonus,214,214,Silver,CAMP012,Event: Welcome Bonus
LOY00008448,CUST003706,2022-08-07,Points Earned,189,403,Bronze,,Event: Points Earned
LOY00009641,CUST003706,2022-09-27,Points Earned,310,713,Gold,,Event: Points Earned
LOY00014794,CUST003706,2023-05-29,Points Earned,262,975,Silver,,Event: Points Earned
LOY00008929,CUST003706,2023-11-08,Points Earned,438,1413,Bronze,CAMP004,Event: Points Earned
LOY00007069,CUST003707,2022-05-06,Points Earned,191,191,Silver,,Event: Points Earned
LOY00010675,CUST003707,2022-11-15,Points Earned,319,510,Gold,CAMP009,Event: Points Earned
LOY00006710,CUST003708,2023-07-27,Bonus Points,476,476,Platinum,CAMP015,Event: Bonus Points
LOY00003869,CUST003708,2024-02-23,Points Redeemed,-560,-84,Bronze,,Event: Points Redeemed
LOY00006196,CUST003709,2022-03-17,Referral Bonus,134,134,Bronze,CAMP005,Event: Referral Bonus
LOY00003917,CUST003709,2022-06-06,Points Earned,404,538,Gold,CAMP009,Event: Points Earned
LOY00005877,CUST003709,2022-07-06,Welcome Bonus,40,578,Platinum,CAMP001,Event: Welcome Bonus
LOY00011180,CUST003709,2022-10-09,Points Earned,384,962,Bronze,,Event: Points Earned
LOY00012598,CUST003709,2023-02-04,Bonus Points,141,1103,Gold,,Event: Bonus Points
LOY00007387,CUST003709,2024-01-05,Points Earned,181,1284,Bronze,CAMP017,Event: Points Earned
LOY00001718,CUST003709,2024-04-14,Points Earned,354,1638,Silver,,Event: Points Earned
LOY00004798,CUST003709,2024-09-18,Bonus Points,424,2062,Bronze,CAMP011,Event: Bonus Points
LOY00005322,CUST003710,2023-04-13,Points Redeemed,-877,-877,Platinum,CAMP017,Event: Points Redeemed
LOY00002360,CUST003710,2023-08-11,Points Redeemed,-661,-1538,Silver,,Event: Points Redeemed
LOY00005064,CUST003711,2024-01-29,Points Earned,452,452,Silver,CAMP019,Event: Points Earned
LOY00012712,CUST003711,2024-09-01,Tier Upgraded,0,452,Platinum,,Event: Tier Upgraded
LOY00010740,CUST003712,2022-05-23,Points Earned,349,349,Silver,,Event: Points Earned
LOY00008318,CUST003712,2023-10-09,Points Earned,307,656,Silver,,Event: Points Earned
LOY00004942,CUST003712,2024-01-21,Points Earned,328,984,Silver,CAMP008,Event: Points Earned
LOY00006152,CUST003713,2022-11-08,Points Redeemed,-316,-316,Bronze,,Event: Points Redeemed
LOY00000377,CUST003713,2023-01-03,Points Earned,228,-88,Gold,CAMP008,Event: Points Earned
LOY00003305,CUST003713,2023-09-15,Points Redeemed,-849,-937,Bronze,CAMP009,Event: Points Redeemed
LOY00003210,CUST003713,2024-02-25,Points Earned,458,-479,Bronze,,Event: Points Earned
LOY00004280,CUST003714,2023-01-26,Points Earned,388,388,Silver,,Event: Points Earned
LOY00000890,CUST003714,2023-03-26,Bonus Points,208,596,Bronze,CAMP013,Event: Bonus Points
LOY00014083,CUST003715,2022-01-08,Points Earned,455,455,Silver,,Event: Points Earned
LOY00000250,CUST003715,2022-02-28,Points Redeemed,-950,-495,Gold,CAMP019,Event: Points Redeemed
LOY00006080,CUST003716,2022-12-16,Points Earned,450,450,Bronze,CAMP012,Event: Points Earned
LOY00006682,CUST003716,2024-08-27,Referral Bonus,350,800,Bronze,CAMP013,Event: Referral Bonus
LOY00008919,CUST003716,2024-12-21,Points Earned,205,1005,Gold,CAMP017,Event: Points Earned
LOY00003577,CUST003717,2023-01-28,Points Redeemed,-918,-918,Bronze,,Event: Points Redeemed
LOY00014535,CUST003717,2023-05-26,Points Earned,267,-651,Bronze,,Event: Points Earned
LOY00006642,CUST003717,2023-12-23,Points Redeemed,-992,-1643,Silver,CAMP013,Event: Points Redeemed
LOY00008620,CUST003718,2023-01-27,Bonus Points,149,149,Silver,CAMP016,Event: Bonus Points
LOY00013707,CUST003718,2023-06-29,Tier Downgraded,0,149,Gold,,Event: Tier Downgraded
LOY00006597,CUST003718,2024-04-27,Points Redeemed,-571,-422,Bronze,,Event: Points Redeemed
LOY00011541,CUST003719,2023-01-01,Points Earned,386,386,Platinum,,Event: Points Earned
LOY00013454,CUST003720,2023-06-02,Points Earned,253,253,Silver,CAMP010,Event: Points Earned
LOY00011267,CUST003720,2023-10-25,Points Earned,179,432,Platinum,CAMP003,Event: Points Earned
LOY00014873,CUST003720,2024-02-19,Tier Downgraded,0,432,Bronze,,Event: Tier Downgraded
LOY00013841,CUST003721,2022-11-16,Birthday Bonus,277,277,Silver,CAMP008,Event: Birthday Bonus
LOY00014935,CUST003721,2023-07-19,Points Earned,288,565,Silver,,Event: Points Earned
LOY00010161,CUST003721,2024-12-18,Bonus Points,157,722,Gold,,Event: Bonus Points
LOY00014395,CUST003722,2022-05-25,Points Earned,17,17,Bronze,CAMP015,Event: Points Earned
LOY00011943,CUST003722,2022-11-25,Points Earned,128,145,Silver,CAMP019,Event: Points Earned
LOY00006698,CUST003722,2022-12-24,Points Redeemed,-858,-713,Silver,CAMP006,Event: Points Redeemed
LOY00007716,CUST003722,2023-09-24,Points Earned,486,-227,Bronze,,Event: Points Earned
LOY00003407,CUST003722,2024-07-26,Tier Downgraded,0,-227,Silver,CAMP003,Event: Tier Downgraded
LOY00011208,CUST003723,2023-01-21,Points Earned,45,45,Silver,CAMP003,Event: Points Earned
LOY00000894,CUST003723,2024-02-16,Points Earned,320,365,Silver,,Event: Points Earned
LOY00010877,CUST003723,2024-11-24,Bonus Points,430,795,Silver,CAMP014,Event: Bonus Points
LOY00006916,CUST003724,2022-07-28,Tier Upgraded,0,0,Gold,CAMP015,Event: Tier Upgraded
LOY00010745,CUST003724,2022-08-20,Bonus Points,118,118,Bronze,,Event: Bonus Points
LOY00000742,CUST003724,2023-09-28,Points Earned,417,535,Bronze,CAMP005,Event: Points Earned
LOY00006562,CUST003724,2024-08-20,Points Earned,112,647,Silver,,Event: Points Earned
LOY00010305,CUST003725,2023-08-22,Points Earned,62,62,Bronze,,Event: Points Earned
LOY00014100,CUST003725,2024-03-10,Welcome Bonus,198,260,Bronze,,Event: Welcome Bonus
LOY00010558,CUST003725,2024-04-07,Points Earned,442,702,Gold,,Event: Points Earned
LOY00003224,CUST003725,2024-05-25,Points Earned,402,1104,Bronze,CAMP007,Event: Points Earned
LOY00001696,CUST003726,2023-05-23,Points Redeemed,-811,-811,Bronze,,Event: Points Redeemed
LOY00004852,CUST003726,2023-06-07,Bonus Points,445,-366,Silver,,Event: Bonus Points
LOY00011302,CUST003727,2023-11-04,Points Earned,72,72,Bronze,,Event: Points Earned
LOY00000097,CUST003727,2024-07-05,Points Redeemed,-158,-86,Gold,,Event: Points Redeemed
LOY00009105,CUST003728,2022-06-10,Points Redeemed,-182,-182,Gold,CAMP001,Event: Points Redeemed
LOY00004985,CUST003728,2023-07-23,Bonus Points,316,134,Gold,CAMP005,Event: Bonus Points
LOY00002480,CUST003729,2022-11-23,Tier Downgraded,0,0,Bronze,CAMP008,Event: Tier Downgraded
LOY00009751,CUST003729,2023-01-15,Tier Upgraded,0,0,Bronze,,Event: Tier Upgraded
LOY00012291,CUST003730,2023-10-11,Bonus Points,325,325,Silver,CAMP004,Event: Bonus Points
LOY00014561,CUST003730,2024-04-03,Points Earned,482,807,Bronze,,Event: Points Earned
LOY00005045,CUST003731,2022-12-14,Points Redeemed,-124,-124,Gold,,Event: Points Redeemed
LOY00003675,CUST003731,2024-05-07,Points Redeemed,-289,-413,Silver,CAMP002,Event: Points Redeemed
LOY00012149,CUST003731,2024-06-30,Points Redeemed,-419,-832,Bronze,CAMP011,Event: Points Redeemed
LOY00005115,CUST003732,2022-03-13,Points Earned,182,182,Bronze,CAMP011,Event: Points Earned
LOY00004156,CUST003732,2024-08-02,Points Redeemed,-888,-706,Bronze,CAMP004,Event: Points Redeemed
LOY00012616,CUST003733,2023-07-31,Birthday Bonus,146,146,Bronze,CAMP017,Event: Birthday Bonus
LOY00010587,CUST003733,2023-10-04,Points Earned,62,208,Bronze,,Event: Points Earned
LOY00008367,CUST003734,2023-07-09,Points Redeemed,-459,-459,Silver,CAMP013,Event: Points Redeemed
LOY00001562,CUST003734,2024-03-26,Points Redeemed,-873,-1332,Silver,,Event: Points Redeemed
LOY00014602,CUST003734,2024-11-12,Points Earned,115,-1217,Platinum,CAMP018,Event: Points Earned
LOY00009159,CUST003734,2024-12-13,Points Earned,494,-723,Silver,,Event: Points Earned
LOY00002396,CUST003735,2022-04-12,Points Earned,326,326,Bronze,,Event: Points Earned
LOY00014483,CUST003736,2022-03-09,Points Earned,354,354,Bronze,,Event: Points Earned
LOY00005367,CUST003736,2023-05-11,Points Redeemed,-272,82,Bronze,CAMP020,Event: Points Redeemed
LOY00006827,CUST003736,2023-06-19,Bonus Points,220,302,Silver,CAMP009,Event: Bonus Points
LOY00012136,CUST003737,2022-03-27,Bonus Points,385,385,Silver,CAMP020,Event: Bonus Points
LOY00012313,CUST003737,2023-05-11,Points Earned,271,656,Silver,CAMP003,Event: Points Earned
LOY00010487,CUST003737,2024-08-09,Points Earned,58,714,Silver,,Event: Points Earned
LOY00014942,CUST003738,2022-02-11,Points Earned,108,108,Gold,CAMP018,Event: Points Earned
LOY00013304,CUST003738,2023-05-25,Points Redeemed,-632,-524,Bronze,CAMP004,Event: Points Redeemed
LOY00002663,CUST003738,2024-09-22,Points Earned,273,-251,Gold,CAMP013,Event: Points Earned
LOY00008648,CUST003739,2022-02-21,Bonus Points,383,383,Bronze,CAMP019,Event: Bonus Points
LOY00008720,CUST003739,2023-04-19,Points Earned,459,842,Gold,,Event: Points Earned
LOY00001222,CUST003739,2023-05-08,Referral Bonus,201,1043,Platinum,CAMP006,Event: Referral Bonus
LOY00002875,CUST003739,2023-05-18,Points Redeemed,-788,255,Bronze,,Event: Points Redeemed
LOY00000005,CUST003739,2024-11-20,Points Redeemed,-562,-307,Bronze,CAMP003,Event: Points Redeemed
LOY00009431,CUST003740,2022-11-17,Points Redeemed,-931,-931,Silver,,Event: Points Redeemed
LOY00007845,CUST003740,2023-04-28,Points Earned,420,-511,Bronze,,Event: Points Earned
LOY00011432,CUST003740,2024-04-21,Bonus Points,295,-216,Bronze,,Event: Bonus Points
LOY00008382,CUST003741,2022-05-01,Birthday Bonus,465,465,Gold,,Event: Birthday Bonus
LOY00012276,CUST003741,2023-07-07,Points Redeemed,-838,-373,Bronze,,Event: Points Redeemed
LOY00012446,CUST003741,2023-07-29,Bonus Points,489,116,Gold,CAMP020,Event: Bonus Points
LOY00008923,CUST003741,2024-09-08,Points Earned,455,571,Silver,CAMP011,Event: Points Earned
LOY00010009,CUST003742,2022-08-31,Points Redeemed,-301,-301,Gold,CAMP002,Event: Points Redeemed
LOY00008025,CUST003742,2024-03-06,Points Redeemed,-362,-663,Silver,,Event: Points Redeemed
LOY00012900,CUST003742,2024-08-21,Points Earned,290,-373,Bronze,CAMP001,Event: Points Earned
LOY00011259,CUST003743,2024-02-24,Points Earned,481,481,Bronze,CAMP004,Event: Points Earned
LOY00003159,CUST003744,2024-01-27,Referral Bonus,410,410,Bronze,,Event: Referral Bonus
LOY00014815,CUST003744,2024-03-29,Referral Bonus,413,823,Silver,CAMP020,Event: Referral Bonus
LOY00009203,CUST003745,2022-09-10,Points Earned,210,210,Bronze,CAMP020,Event: Points Earned
LOY00002718,CUST003745,2023-02-22,Referral Bonus,193,403,Gold,CAMP005,Event: Referral Bonus
LOY00005310,CUST003745,2024-04-04,Points Redeemed,-883,-480,Bronze,,Event: Points Redeemed
LOY00005707,CUST003746,2023-03-13,Points Earned,189,189,Bronze,CAMP020,Event: Points Earned
LOY00008725,CUST003747,2022-01-28,Birthday Bonus,172,172,Bronze,,Event: Birthday Bonus
LOY00000324,CUST003747,2022-06-28,Referral Bonus,82,254,Silver,,Event: Referral Bonus
LOY00014706,CUST003747,2022-08-28,Points Earned,320,574,Silver,CAMP014,Event: Points Earned
LOY00001699,CUST003747,2022-09-10,Points Earned,206,780,Silver,CAMP020,Event: Points Earned
LOY00011673,CUST003747,2023-02-17,Bonus Points,138,918,Bronze,,Event: Bonus Points
LOY00005041,CUST003747,2023-06-03,Points Earned,58,976,Silver,CAMP017,Event: Points Earned
LOY00012669,CUST003747,2024-12-30,Points Earned,459,1435,Silver,CAMP018,Event: Points Earned
LOY00001132,CUST003748,2022-08-12,Points Redeemed,-560,-560,Silver,CAMP017,Event: Points Redeemed
LOY00004030,CUST003748,2024-05-10,Points Earned,314,-246,Bronze,CAMP018,Event: Points Earned
LOY00011573,CUST003749,2022-09-15,Points Redeemed,-301,-301,Gold,,Event: Points Redeemed
LOY00005069,CUST003750,2023-06-09,Points Redeemed,-494,-494,Bronze,CAMP018,Event: Points Redeemed
LOY00014340,CUST003751,2022-10-03,Points Redeemed,-648,-648,Bronze,,Event: Points Redeemed
LOY00010202,CUST003751,2022-12-13,Points Earned,374,-274,Bronze,,Event: Points Earned
LOY00005568,CUST003752,2023-07-11,Points Earned,218,218,Bronze,CAMP018,Event: Points Earned
LOY00000734,CUST003753,2023-11-08,Points Redeemed,-542,-542,Silver,,Event: Points Redeemed
LOY00006116,CUST003753,2024-01-04,Points Earned,214,-328,Silver,,Event: Points Earned
LOY00004446,CUST003753,2024-09-15,Tier Upgraded,0,-328,Silver,CAMP007,Event: Tier Upgraded
LOY00000938,CUST003754,2022-05-01,Birthday Bonus,20,20,Gold,,Event: Birthday Bonus
LOY00004603,CUST003754,2022-11-15,Points Earned,345,365,Bronze,CAMP018,Event: Points Earned
LOY00010462,CUST003754,2024-06-28,Points Earned,460,825,Silver,,Event: Points Earned
LOY00007928,CUST003754,2024-11-04,Points Redeemed,-536,289,Bronze,,Event: Points Redeemed
LOY00001535,CUST003754,2024-11-05,Points Redeemed,-929,-640,Bronze,CAMP009,Event: Points Redeemed
LOY00009856,CUST003754,2024-12-24,Bonus Points,143,-497,Bronze,CAMP020,Event: Bonus Points
LOY00009942,CUST003755,2022-02-26,Points Redeemed,-447,-447,Silver,CAMP017,Event: Points Redeemed
LOY00003514,CUST003755,2024-05-23,Points Redeemed,-144,-591,Silver,,Event: Points Redeemed
LOY00008370,CUST003756,2022-10-17,Points Redeemed,-313,-313,Platinum,CAMP002,Event: Points Redeemed
LOY00010128,CUST003757,2022-05-17,Bonus Points,314,314,Silver,CAMP018,Event: Bonus Points
LOY00000574,CUST003757,2022-10-31,Points Earned,278,592,Silver,CAMP003,Event: Points Earned
LOY00002137,CUST003757,2024-06-13,Points Redeemed,-755,-163,Bronze,CAMP016,Event: Points Redeemed
LOY00014770,CUST003757,2024-08-22,Points Redeemed,-961,-1124,Silver,CAMP006,Event: Points Redeemed
LOY00012583,CUST003758,2022-04-21,Birthday Bonus,351,351,Bronze,CAMP013,Event: Birthday Bonus
LOY00014430,CUST003759,2022-01-19,Points Redeemed,-141,-141,Bronze,,Event: Points Redeemed
LOY00005073,CUST003759,2022-04-15,Points Earned,62,-79,Gold,CAMP017,Event: Points Earned
LOY00011976,CUST003759,2024-03-20,Bonus Points,181,102,Silver,,Event: Bonus Points
LOY00003362,CUST003760,2023-04-02,Points Redeemed,-708,-708,Silver,CAMP015,Event: Points Redeemed
LOY00013334,CUST003760,2023-06-23,Points Earned,88,-620,Silver,,Event: Points Earned
LOY00013942,CUST003761,2022-09-28,Points Earned,373,373,Silver,,Event: Points Earned
LOY00009453,CUST003761,2022-10-22,Points Redeemed,-171,202,Silver,CAMP009,Event: Points Redeemed
LOY00010330,CUST003761,2023-06-16,Bonus Points,152,354,Silver,CAMP013,Event: Bonus Points
LOY00000514,CUST003761,2024-03-22,Points Redeemed,-581,-227,Gold,CAMP007,Event: Points Redeemed
LOY00008778,CUST003762,2023-02-22,Points Redeemed,-109,-109,Bronze,,Event: Points Redeemed
LOY00014138,CUST003762,2024-05-27,Points Earned,337,228,Gold,,Event: Points Earned
LOY00000694,CUST003762,2024-11-07,Bonus Points,323,551,Silver,,Event: Bonus Points
LOY00008395,CUST003763,2022-07-14,Bonus Points,368,368,Gold,CAMP007,Event: Bonus Points
LOY00006761,CUST003763,2022-12-08,Tier Downgraded,0,368,Bronze,CAMP004,Event: Tier Downgraded
LOY00003727,CUST003763,2024-07-25,Bonus Points,359,727,Silver,,Event: Bonus Points
LOY00005913,CUST003763,2024-12-06,Points Redeemed,-883,-156,Bronze,CAMP009,Event: Points Redeemed
LOY00014511,CUST003764,2022-12-30,Points Redeemed,-191,-191,Bronze,CAMP012,Event: Points Redeemed
LOY00001527,CUST003764,2023-10-15,Birthday Bonus,307,116,Gold,CAMP003,Event: Birthday Bonus
LOY00013711,CUST003764,2024-02-07,Points Earned,131,247,Silver,CAMP007,Event: Points Earned
LOY00014087,CUST003765,2023-11-25,Points Redeemed,-285,-285,Bronze,,Event: Points Redeemed
LOY00013720,CUST003765,2024-09-08,Birthday Bonus,174,-111,Bronze,,Event: Birthday Bonus
LOY00014777,CUST003765,2024-10-14,Tier Downgraded,0,-111,Gold,,Event: Tier Downgraded
LOY00006525,CUST003766,2022-02-08,Points Earned,140,140,Bronze,,Event: Points Earned
LOY00007818,CUST003766,2022-09-03,Points Redeemed,-664,-524,Bronze,CAMP020,Event: Points Redeemed
LOY00001983,CUST003766,2024-02-01,Points Earned,158,-366,Bronze,CAMP017,Event: Points Earned
LOY00003294,CUST003766,2024-03-16,Bonus Points,46,-320,Gold,CAMP002,Event: Bonus Points
LOY00007238,CUST003766,2024-04-23,Tier Upgraded,0,-320,Gold,,Event: Tier Upgraded
LOY00014280,CUST003766,2024-09-06,Points Earned,363,43,Silver,,Event: Points Earned
LOY00010209,CUST003767,2023-07-03,Points Redeemed,-285,-285,Gold,CAMP017,Event: Points Redeemed
LOY00008669,CUST003767,2024-06-25,Referral Bonus,22,-263,Bronze,CAMP011,Event: Referral Bonus
LOY00009097,CUST003767,2024-07-13,Referral Bonus,298,35,Bronze,,Event: Referral Bonus
LOY00003168,CUST003767,2024-09-10,Bonus Points,380,415,Platinum,,Event: Bonus Points
LOY00013448,CUST003767,2024-11-16,Points Redeemed,-992,-577,Bronze,CAMP013,Event: Points Redeemed
LOY00000122,CUST003768,2022-01-14,Tier Downgraded,0,0,Gold,,Event: Tier Downgraded
LOY00011361,CUST003768,2022-02-12,Points Earned,153,153,Silver,,Event: Points Earned
LOY00013007,CUST003768,2023-09-27,Tier Downgraded,0,153,Gold,,Event: Tier Downgraded
LOY00005220,CUST003770,2022-01-12,Welcome Bonus,93,93,Bronze,,Event: Welcome Bonus
LOY00004861,CUST003770,2022-05-02,Bonus Points,228,321,Gold,,Event: Bonus Points
LOY00003820,CUST003770,2023-10-19,Points Earned,396,717,Bronze,CAMP006,Event: Points Earned
LOY00004833,CUST003770,2024-01-28,Birthday Bonus,497,1214,Silver,,Event: Birthday Bonus
LOY00011365,CUST003770,2024-04-20,Points Redeemed,-805,409,Gold,,Event: Points Redeemed
LOY00012917,CUST003771,2022-04-27,Bonus Points,335,335,Silver,,Event: Bonus Points
LOY00001144,CUST003771,2023-12-12,Points Redeemed,-702,-367,Gold,,Event: Points Redeemed
LOY00014623,CUST003771,2024-01-03,Bonus Points,127,-240,Bronze,CAMP014,Event: Bonus Points
LOY00003730,CUST003771,2024-02-25,Points Earned,497,257,Gold,,Event: Points Earned
LOY00004264,CUST003771,2024-10-11,Points Earned,352,609,Gold,,Event: Points Earned
LOY00011775,CUST003772,2022-07-27,Tier Upgraded,0,0,Bronze,,Event: Tier Upgraded
LOY00002787,CUST003772,2023-05-09,Points Earned,132,132,Silver,,Event: Points Earned
LOY00007559,CUST003772,2024-04-18,Birthday Bonus,242,374,Bronze,CAMP007,Event: Birthday Bonus
LOY00006557,CUST003772,2024-12-16,Points Earned,462,836,Silver,CAMP003,Event: Points Earned
LOY00008068,CUST003773,2022-08-21,Points Redeemed,-748,-748,Bronze,CAMP016,Event: Points Redeemed
LOY00014477,CUST003774,2022-06-09,Points Earned,40,40,Silver,,Event: Points Earned
LOY00009896,CUST003774,2024-09-27,Bonus Points,168,208,Gold,,Event: Bonus Points
LOY00000792,CUST003775,2022-05-08,Referral Bonus,464,464,Silver,CAMP008,Event: Referral Bonus
LOY00011148,CUST003775,2023-04-10,Points Earned,273,737,Bronze,,Event: Points Earned
LOY00006412,CUST003775,2023-11-09,Bonus Points,375,1112,Bronze,,Event: Bonus Points
LOY00007214,CUST003776,2022-07-12,Tier Downgraded,0,0,Silver,CAMP015,Event: Tier Downgraded
LOY00007213,CUST003776,2022-08-27,Points Earned,432,432,Silver,,Event: Points Earned
LOY00005097,CUST003776,2022-09-01,Points Earned,110,542,Gold,,Event: Points Earned
LOY00004492,CUST003776,2023-02-06,Points Redeemed,-937,-395,Bronze,CAMP002,Event: Points Redeemed
LOY00006553,CUST003776,2024-01-18,Points Redeemed,-698,-1093,Silver,,Event: Points Redeemed
LOY00002743,CUST003776,2024-02-22,Points Earned,484,-609,Bronze,,Event: Points Earned
LOY00001466,CUST003776,2024-09-13,Bonus Points,112,-497,Silver,CAMP017,Event: Bonus Points
LOY00009468,CUST003777,2023-05-03,Points Earned,168,168,Silver,CAMP013,Event: Points Earned
LOY00013954,CUST003778,2023-06-17,Points Redeemed,-718,-718,Bronze,CAMP009,Event: Points Redeemed
LOY00006377,CUST003778,2023-09-19,Points Redeemed,-827,-1545,Gold,CAMP011,Event: Points Redeemed
LOY00006555,CUST003778,2024-07-08,Points Earned,403,-1142,Bronze,,Event: Points Earned
LOY00002880,CUST003779,2022-02-18,Points Redeemed,-602,-602,Gold,,Event: Points Redeemed
LOY00014256,CUST003779,2023-09-10,Points Earned,374,-228,Bronze,CAMP002,Event: Points Earned
LOY00006730,CUST003780,2022-02-06,Points Earned,27,27,Bronze,,Event: Points Earned
LOY00010064,CUST003780,2023-07-06,Points Redeemed,-95,-68,Platinum,,Event: Points Redeemed
LOY00007023,CUST003780,2023-09-23,Points Earned,315,247,Bronze,CAMP005,Event: Points Earned
LOY00005686,CUST003780,2024-01-04,Points Earned,231,478,Silver,CAMP016,Event: Points Earned
LOY00005441,CUST003780,2024-06-10,Points Earned,460,938,Bronze,,Event: Points Earned
LOY00004301,CUST003780,2024-12-13,Tier Downgraded,0,938,Gold,,Event: Tier Downgraded
LOY00004813,CUST003781,2023-03-09,Tier Upgraded,0,0,Silver,,Event: Tier Upgraded
LOY00011346,CUST003781,2024-01-13,Points Earned,138,138,Bronze,,Event: Points Earned
LOY00010950,CUST003782,2022-05-23,Points Redeemed,-689,-689,Gold,CAMP001,Event: Points Redeemed
LOY00012181,CUST003784,2023-02-07,Points Redeemed,-99,-99,Silver,CAMP019,Event: Points Redeemed
LOY00011707,CUST003784,2023-07-17,Points Redeemed,-891,-990,Gold,,Event: Points Redeemed
LOY00009343,CUST003785,2022-08-23,Points Earned,203,203,Silver,,Event: Points Earned
LOY00005855,CUST003785,2023-01-07,Points Earned,82,285,Silver,CAMP003,Event: Points Earned
LOY00004896,CUST003785,2023-03-10,Points Earned,63,348,Gold,CAMP008,Event: Points Earned
LOY00008657,CUST003785,2023-04-02,Points Redeemed,-631,-283,Bronze,CAMP014,Event: Points Redeemed
LOY00010580,CUST003785,2023-09-08,Points Redeemed,-372,-655,Gold,CAMP017,Event: Points Redeemed
LOY00007212,CUST003785,2024-05-27,Tier Upgraded,0,-655,Silver,CAMP017,Event: Tier Upgraded
LOY00011054,CUST003786,2024-03-21,Points Earned,44,44,Gold,,Event: Points Earned
