interaction_id,customer_id,interaction_date,interaction_type,reason,agent_id,duration_minutes,resolution_status,satisfaction_score,notes
CRM0004007,CUST003171,2024-04-07,Social Media,General Question,AGENT018,29.0,Resolved,1.0,Issue escalated
CRM0004028,CUST000122,2024-04-07,In-Person,Technical Support,AGENT036,6.0,Resolved,3.0,Complex issue
CRM0000294,CUST000962,2024-04-08,Email,Billing Issue,AGENT035,42.0,Resolved,5.0,Customer satisfied
CRM0007203,CUST004084,2024-04-08,Social Media,Complaint,AGENT037,36.0,Closed,1.0,Issue escalated
CRM0004189,CUST000814,2024-04-08,Chat,Billing Issue,AGENT050,32.0,Resolved,4.0,Complex issue
CRM0004089,CUST003829,2024-04-08,In-Person,Technical Support,AGENT033,40.0,Pending,3.0,Issue escalated
CRM0002737,CUST003267,2024-04-08,Email,Order Status,AGENT050,34.0,Pending,3.0,Resolved quickly
CRM0007827,CUST002633,2024-04-09,Phone Call,Return Request,AGENT040,46.0,Resolved,3.0,Complex issue
CRM0005556,CUST001129,2024-04-09,In-Person,Feedback,AGENT032,25.0,Pending,2.0,Follow-up needed
CRM0007726,CUST002879,2024-04-09,Social Media,Technical Support,AGENT028,,Resolved,4.0,Customer satisfied
CRM0001728,CUST004174,2024-04-09,Chat,Technical Support,AGENT005,,Resolved,3.0,Resolved quickly
CRM0003452,CUST004468,2024-04-09,In-Person,Complaint,AGENT044,50.0,Closed,3.0,Issue escalated
CRM0001714,CUST003541,2024-04-09,Phone Call,Technical Support,AGENT018,,Resolved,4.0,Customer satisfied
CRM0005883,CUST002604,2024-04-09,Phone Call,Return Request,AGENT012,17.0,Closed,3.0,
CRM0003284,CUST002882,2024-04-09,Chat,General Question,AGENT021,16.0,Resolved,3.0,Customer satisfied
CRM0004344,CUST002849,2024-04-09,Email,Return Request,AGENT018,59.0,Pending,2.0,Issue escalated
CRM0007498,CUST002023,2024-04-10,Email,General Question,AGENT001,,Pending,5.0,
CRM0004689,CUST004608,2024-04-10,Email,Return Request,AGENT047,25.0,Resolved,4.0,Resolved quickly
CRM0006151,CUST003716,2024-04-10,Social Media,Feedback,AGENT006,44.0,Resolved,5.0,Issue escalated
CRM0004450,CUST003122,2024-04-10,Email,General Question,AGENT005,,Resolved,4.0,Issue escalated
CRM0005045,CUST004952,2024-04-10,Email,Billing Issue,AGENT033,41.0,Resolved,4.0,Complex issue
CRM0004667,CUST001568,2024-04-11,Social Media,Technical Support,AGENT044,,Resolved,,Issue escalated
CRM0005876,CUST001529,2024-04-11,Email,Technical Support,AGENT050,26.0,Resolved,3.0,Resolved quickly
CRM0001113,CUST002100,2024-04-11,Email,Return Request,AGENT034,4.0,Closed,3.0,Follow-up needed
CRM0002483,CUST001129,2024-04-11,Phone Call,Product Inquiry,AGENT007,45.0,Resolved,5.0,Customer satisfied
CRM0006339,CUST003950,2024-04-11,In-Person,General Question,AGENT004,,Pending,1.0,
CRM0002903,CUST002931,2024-04-11,Phone Call,Return Request,AGENT010,37.0,Escalated,1.0,
CRM0000228,CUST002557,2024-04-11,In-Person,General Question,AGENT049,24.0,Closed,4.0,Issue escalated
CRM0003890,CUST001849,2024-04-11,Phone Call,Product Inquiry,AGENT003,56.0,Resolved,2.0,
CRM0006914,CUST000326,2024-04-12,Email,Order Status,AGENT031,,Resolved,5.0,Complex issue
CRM0006632,CUST004809,2024-04-12,Chat,Billing Issue,AGENT012,,Resolved,3.0,Complex issue
CRM0000010,CUST002388,2024-04-12,Phone Call,Return Request,AGENT033,,Resolved,5.0,Complex issue
CRM0007029,CUST002769,2024-04-12,Social Media,Return Request,AGENT045,37.0,Pending,,Customer satisfied
CRM0003731,CUST002018,2024-04-12,Chat,Feedback,AGENT013,49.0,Resolved,2.0,Complex issue
CRM0003489,CUST003583,2024-04-12,Chat,Feedback,AGENT050,16.0,Resolved,5.0,
CRM0005869,CUST002557,2024-04-12,Chat,Order Status,AGENT049,,Pending,,Customer satisfied
CRM0000343,CUST002897,2024-04-13,In-Person,Billing Issue,AGENT005,9.0,Escalated,,Follow-up needed
CRM0001350,CUST004453,2024-04-13,Social Media,Product Inquiry,AGENT017,,Escalated,3.0,Issue escalated
CRM0002303,CUST005000,2024-04-13,Email,Return Request,AGENT045,49.0,Resolved,,Issue escalated
CRM0006513,CUST004993,2024-04-13,Chat,Technical Support,AGENT031,60.0,Resolved,,Follow-up needed
CRM0000501,CUST003763,2024-04-13,Email,Return Request,AGENT013,46.0,Pending,3.0,Follow-up needed
CRM0002331,CUST001049,2024-04-13,Email,Return Request,AGENT050,56.0,Resolved,,Complex issue
CRM0002080,CUST004726,2024-04-13,In-Person,Order Status,AGENT008,30.0,Pending,4.0,
CRM0003743,CUST001482,2024-04-13,Email,Complaint,AGENT032,37.0,Escalated,,Follow-up needed
CRM0003083,CUST001346,2024-04-13,Phone Call,Return Request,AGENT014,12.0,Resolved,5.0,Complex issue
CRM0004802,CUST001285,2024-04-13,Phone Call,Technical Support,AGENT015,,Resolved,4.0,Follow-up needed
CRM0001894,CUST002077,2024-04-13,Email,Feedback,AGENT040,50.0,Pending,5.0,Complex issue
CRM0001162,CUST004779,2024-04-14,Social Media,Return Request,AGENT011,35.0,Pending,4.0,
CRM0004734,CUST003273,2024-04-14,In-Person,Order Status,AGENT035,,Resolved,,
CRM0004481,CUST001101,2024-04-14,Chat,Feedback,AGENT030,,Resolved,3.0,Resolved quickly
CRM0001504,CUST001637,2024-04-14,Email,Billing Issue,AGENT008,,Resolved,3.0,Customer satisfied
CRM0003757,CUST001107,2024-04-15,Email,Technical Support,AGENT029,42.0,Resolved,2.0,Customer satisfied
CRM0000716,CUST000830,2024-04-15,Phone Call,General Question,AGENT039,21.0,Resolved,3.0,Follow-up needed
CRM0007590,CUST003355,2024-04-15,Chat,Billing Issue,AGENT011,33.0,Resolved,5.0,Customer satisfied
CRM0001283,CUST003674,2024-04-15,Phone Call,Billing Issue,AGENT032,,Closed,5.0,Issue escalated
CRM0005887,CUST001759,2024-04-15,In-Person,Feedback,AGENT038,13.0,Resolved,4.0,Customer satisfied
CRM0005750,CUST001444,2024-04-16,In-Person,Billing Issue,AGENT008,,Resolved,,
CRM0007689,CUST003387,2024-04-16,Chat,Technical Support,AGENT020,22.0,Resolved,2.0,Issue escalated
CRM0004630,CUST002012,2024-04-16,Email,Product Inquiry,AGENT040,,Resolved,3.0,Issue escalated
CRM0004155,CUST000763,2024-04-16,Social Media,Return Request,AGENT037,35.0,Resolved,5.0,Customer satisfied
CRM0006281,CUST004405,2024-04-16,Email,General Question,AGENT006,3.0,Resolved,2.0,Issue escalated
CRM0001241,CUST002208,2024-04-16,Social Media,Technical Support,AGENT034,15.0,Escalated,3.0,Resolved quickly
CRM0003229,CUST002912,2024-04-16,Phone Call,Technical Support,AGENT032,28.0,Resolved,2.0,Follow-up needed
CRM0004252,CUST002061,2024-04-16,Chat,General Question,AGENT028,,Resolved,4.0,Complex issue
CRM0000645,CUST003936,2024-04-17,Phone Call,Billing Issue,AGENT049,59.0,Escalated,3.0,
CRM0005163,CUST003607,2024-04-17,In-Person,Billing Issue,AGENT008,,Resolved,4.0,
CRM0004598,CUST002515,2024-04-17,In-Person,Feedback,AGENT018,38.0,Escalated,5.0,
CRM0001434,CUST003055,2024-04-17,In-Person,Billing Issue,AGENT040,19.0,Resolved,4.0,Follow-up needed
CRM0002180,CUST003015,2024-04-17,Phone Call,Feedback,AGENT050,,Resolved,4.0,Customer satisfied
CRM0007924,CUST000548,2024-04-17,Social Media,Feedback,AGENT038,,Resolved,3.0,Follow-up needed
CRM0007210,CUST000177,2024-04-17,Phone Call,Return Request,AGENT049,24.0,Resolved,2.0,
CRM0002690,CUST000634,2024-04-17,In-Person,Feedback,AGENT046,,Closed,1.0,Issue escalated
CRM0001951,CUST002534,2024-04-18,Email,Technical Support,AGENT016,25.0,Closed,4.0,Complex issue
CRM0000820,CUST002271,2024-04-18,Phone Call,Complaint,AGENT003,23.0,Escalated,5.0,Resolved quickly
CRM0000706,CUST003899,2024-04-18,Phone Call,Billing Issue,AGENT038,,Pending,4.0,Resolved quickly
CRM0003441,CUST002825,2024-04-18,Phone Call,Product Inquiry,AGENT028,9.0,Pending,4.0,Follow-up needed
CRM0000988,CUST001097,2024-04-18,Email,General Question,AGENT045,60.0,Resolved,5.0,Resolved quickly
CRM0006065,CUST000517,2024-04-18,Phone Call,Feedback,AGENT040,,Resolved,4.0,Resolved quickly
CRM0006121,CUST000630,2024-04-18,Email,Product Inquiry,AGENT038,19.0,Pending,3.0,Issue escalated
CRM0007617,CUST001484,2024-04-18,In-Person,Feedback,AGENT021,36.0,Escalated,3.0,Customer satisfied
CRM0003606,CUST004065,2024-04-18,Phone Call,Feedback,AGENT042,37.0,Resolved,1.0,Customer satisfied
CRM0005264,CUST002129,2024-04-19,Social Media,Billing Issue,AGENT024,45.0,Pending,5.0,Customer satisfied
CRM0001603,CUST003308,2024-04-19,Chat,Complaint,AGENT011,,Resolved,3.0,Customer satisfied
CRM0006908,CUST002668,2024-04-19,Phone Call,Feedback,AGENT003,,Resolved,,Resolved quickly
CRM0006916,CUST003831,2024-04-19,Email,General Question,AGENT034,37.0,Closed,3.0,Issue escalated
CRM0006437,CUST003373,2024-04-19,Email,General Question,AGENT047,12.0,Resolved,5.0,
CRM0004239,CUST003083,2024-04-19,Social Media,Technical Support,AGENT024,38.0,Resolved,4.0,Follow-up needed
CRM0006712,CUST000814,2024-04-19,Chat,Complaint,AGENT041,20.0,Resolved,5.0,Complex issue
CRM0002723,CUST003141,2024-04-19,Phone Call,Technical Support,AGENT015,20.0,Resolved,3.0,Resolved quickly
CRM0007015,CUST003994,2024-04-19,In-Person,Complaint,AGENT025,37.0,Resolved,5.0,
CRM0005428,CUST003877,2024-04-20,Social Media,Technical Support,AGENT011,52.0,Resolved,2.0,Resolved quickly
CRM0001243,CUST001269,2024-04-20,Social Media,Technical Support,AGENT050,34.0,Resolved,4.0,
CRM0006516,CUST002113,2024-04-20,Social Media,Technical Support,AGENT031,56.0,Pending,5.0,Customer satisfied
CRM0007679,CUST003789,2024-04-20,In-Person,Feedback,AGENT047,59.0,Resolved,4.0,Issue escalated
CRM0002171,CUST001926,2024-04-20,Social Media,Complaint,AGENT005,39.0,Pending,4.0,Follow-up needed
CRM0002964,CUST001800,2024-04-20,Social Media,Complaint,AGENT013,,Resolved,,
CRM0005077,CUST001389,2024-04-21,In-Person,Feedback,AGENT018,5.0,Resolved,4.0,Complex issue
CRM0001174,CUST001493,2024-04-21,Phone Call,Feedback,AGENT032,2.0,Resolved,,
CRM0003064,CUST000995,2024-04-21,Chat,Technical Support,AGENT040,26.0,Closed,5.0,Resolved quickly
CRM0006946,CUST003564,2024-04-21,Chat,Technical Support,AGENT022,,Resolved,5.0,Follow-up needed
CRM0003716,CUST001219,2024-04-21,Phone Call,Technical Support,AGENT044,34.0,Pending,4.0,Follow-up needed
CRM0005108,CUST000846,2024-04-22,Social Media,Technical Support,AGENT004,,Resolved,4.0,Issue escalated
CRM0007263,CUST002038,2024-04-22,Email,Technical Support,AGENT021,,Escalated,2.0,Resolved quickly
CRM0007286,CUST003788,2024-04-22,In-Person,General Question,AGENT015,,Resolved,3.0,Resolved quickly
CRM0003398,CUST002462,2024-04-22,Email,Technical Support,AGENT048,37.0,Pending,5.0,
CRM0002833,CUST001158,2024-04-22,Email,Complaint,AGENT024,40.0,Resolved,4.0,Issue escalated
CRM0006627,CUST003150,2024-04-22,Phone Call,Feedback,AGENT003,38.0,Resolved,4.0,Follow-up needed
CRM0006715,CUST000745,2024-04-22,Email,Feedback,AGENT011,45.0,Resolved,2.0,Customer satisfied
CRM0006766,CUST004666,2024-04-22,Social Media,Return Request,AGENT047,,Resolved,5.0,Issue escalated
CRM0007935,CUST004500,2024-04-23,Phone Call,Product Inquiry,AGENT009,,Escalated,2.0,Resolved quickly
CRM0005235,CUST000655,2024-04-23,In-Person,Return Request,AGENT035,,Pending,1.0,Complex issue
CRM0004023,CUST002959,2024-04-23,Email,Billing Issue,AGENT016,56.0,Resolved,3.0,Complex issue
CRM0007850,CUST002734,2024-04-23,Chat,Billing Issue,AGENT019,9.0,Resolved,5.0,Customer satisfied
CRM0005626,CUST004247,2024-04-23,Social Media,Return Request,AGENT037,20.0,Resolved,4.0,Resolved quickly
CRM0005120,CUST001078,2024-04-23,Email,Billing Issue,AGENT033,,Resolved,5.0,Resolved quickly
CRM0000245,CUST003664,2024-04-23,Phone Call,Technical Support,AGENT041,22.0,Resolved,4.0,
CRM0006759,CUST002997,2024-04-23,Chat,Return Request,AGENT040,31.0,Resolved,3.0,Complex issue
CRM0004631,CUST004642,2024-04-23,Phone Call,Order Status,AGENT022,59.0,Escalated,5.0,Follow-up needed
CRM0007711,CUST002610,2024-04-23,Social Media,General Question,AGENT022,19.0,Resolved,3.0,Complex issue
CRM0006020,CUST002812,2024-04-23,Social Media,General Question,AGENT037,,Resolved,4.0,
CRM0006682,CUST001709,2024-04-24,Social Media,Product Inquiry,AGENT039,31.0,Resolved,4.0,Follow-up needed
CRM0000346,CUST002209,2024-04-24,In-Person,Technical Support,AGENT014,,Closed,4.0,Complex issue
CRM0003676,CUST001722,2024-04-24,Social Media,General Question,AGENT041,49.0,Resolved,3.0,Complex issue
CRM0004588,CUST000574,2024-04-24,In-Person,Technical Support,AGENT019,39.0,Resolved,4.0,Resolved quickly
CRM0006327,CUST003713,2024-04-24,Chat,Order Status,AGENT036,3.0,Closed,4.0,Resolved quickly
CRM0000973,CUST002452,2024-04-24,Social Media,General Question,AGENT049,36.0,Resolved,3.0,Resolved quickly
CRM0007269,CUST002765,2024-04-25,In-Person,Technical Support,AGENT042,39.0,Resolved,5.0,Complex issue
CRM0006498,CUST000343,2024-04-25,Chat,Billing Issue,AGENT042,20.0,Pending,4.0,Issue escalated
CRM0005742,CUST002799,2024-04-25,Chat,Return Request,AGENT010,19.0,Escalated,4.0,Resolved quickly
CRM0004659,CUST001919,2024-04-25,In-Person,General Question,AGENT003,29.0,Resolved,3.0,Resolved quickly
CRM0001139,CUST001908,2024-04-26,Social Media,Complaint,AGENT008,44.0,Resolved,4.0,Resolved quickly
CRM0000443,CUST004467,2024-04-26,Chat,Billing Issue,AGENT041,16.0,Resolved,4.0,Follow-up needed
CRM0005495,CUST002621,2024-04-26,Social Media,Complaint,AGENT041,,Resolved,4.0,
CRM0003144,CUST003853,2024-04-26,Social Media,Billing Issue,AGENT009,33.0,Pending,5.0,Issue escalated
CRM0001342,CUST004745,2024-04-26,Chat,Order Status,AGENT017,49.0,Resolved,4.0,Resolved quickly
CRM0002464,CUST000935,2024-04-26,In-Person,Order Status,AGENT045,29.0,Resolved,3.0,
CRM0000839,CUST001860,2024-04-26,Email,Billing Issue,AGENT020,28.0,Resolved,,Resolved quickly
CRM0007794,CUST003145,2024-04-26,In-Person,General Question,AGENT033,40.0,Resolved,4.0,Complex issue
CRM0003794,CUST001563,2024-04-26,Phone Call,Product Inquiry,AGENT016,14.0,Closed,4.0,
CRM0005151,CUST004943,2024-04-26,Social Media,Return Request,AGENT041,52.0,Resolved,1.0,Customer satisfied
CRM0006371,CUST002628,2024-04-26,In-Person,Billing Issue,AGENT010,,Pending,,Follow-up needed
CRM0000732,CUST003513,2024-04-26,Email,Technical Support,AGENT014,41.0,Closed,,Resolved quickly
CRM0000194,CUST004946,2024-04-27,Phone Call,Order Status,AGENT010,,Resolved,4.0,Resolved quickly
CRM0003426,CUST000705,2024-04-27,Phone Call,Order Status,AGENT008,58.0,Resolved,4.0,Issue escalated
CRM0006933,CUST001112,2024-04-27,In-Person,General Question,AGENT026,,Pending,5.0,
CRM0005928,CUST004611,2024-04-27,Social Media,Product Inquiry,AGENT050,7.0,Resolved,4.0,Issue escalated
CRM0007259,CUST003181,2024-04-27,In-Person,Feedback,AGENT021,17.0,Closed,,Issue escalated
CRM0000162,CUST002693,2024-04-27,In-Person,Feedback,AGENT024,26.0,Pending,1.0,
CRM0003239,CUST004511,2024-04-27,In-Person,Feedback,AGENT021,,Resolved,1.0,Resolved quickly
CRM0003750,CUST000374,2024-04-27,Chat,General Question,AGENT042,46.0,Resolved,,Customer satisfied
CRM0005885,CUST000934,2024-04-27,Phone Call,Product Inquiry,AGENT038,,Resolved,4.0,
CRM0005970,CUST004937,2024-04-27,Email,Billing Issue,AGENT013,39.0,Resolved,4.0,Resolved quickly
CRM0001934,CUST002337,2024-04-27,Email,Complaint,AGENT025,3.0,Resolved,4.0,Follow-up needed
CRM0007460,CUST000860,2024-04-28,Chat,Complaint,AGENT029,54.0,Closed,5.0,Resolved quickly
CRM0006767,CUST003929,2024-04-28,Social Media,General Question,AGENT015,25.0,Resolved,5.0,Customer satisfied
CRM0002196,CUST004656,2024-04-28,Email,Complaint,AGENT003,36.0,Resolved,4.0,Resolved quickly
CRM0003969,CUST004795,2024-04-28,Social Media,Technical Support,AGENT029,24.0,Escalated,1.0,Customer satisfied
CRM0001411,CUST002220,2024-04-28,Email,Technical Support,AGENT010,17.0,Resolved,3.0,Issue escalated
CRM0000755,CUST000560,2024-04-28,Social Media,Complaint,AGENT043,26.0,Resolved,4.0,Complex issue
CRM0002639,CUST000832,2024-04-28,Email,Order Status,AGENT020,18.0,Resolved,4.0,Resolved quickly
CRM0003519,CUST002606,2024-04-28,Chat,General Question,AGENT014,13.0,Resolved,4.0,Follow-up needed
CRM0000696,CUST002709,2024-04-28,Phone Call,Technical Support,AGENT049,51.0,Resolved,2.0,Resolved quickly
CRM0005392,CUST001971,2024-04-29,Phone Call,Technical Support,AGENT042,5.0,Resolved,5.0,Resolved quickly
CRM0004204,CUST000950,2024-04-29,In-Person,Billing Issue,AGENT013,21.0,Resolved,,Follow-up needed
CRM0001940,CUST001522,2024-04-29,Email,Return Request,AGENT027,,Pending,4.0,
CRM0005220,CUST001458,2024-04-29,Phone Call,Technical Support,AGENT026,12.0,Resolved,3.0,Customer satisfied
CRM0000814,CUST001369,2024-04-29,In-Person,Feedback,AGENT036,32.0,Resolved,,Issue escalated
CRM0006257,CUST002748,2024-04-29,Email,Technical Support,AGENT018,60.0,Resolved,,Follow-up needed
CRM0002741,CUST002925,2024-04-29,Email,Technical Support,AGENT007,42.0,Closed,5.0,Follow-up needed
CRM0006774,CUST004614,2024-04-29,In-Person,Complaint,AGENT012,35.0,Pending,,Complex issue
CRM0007802,CUST000059,2024-04-29,In-Person,Order Status,AGENT030,2.0,Resolved,4.0,Issue escalated
CRM0000391,CUST002976,2024-04-29,Phone Call,Billing Issue,AGENT039,,Pending,4.0,Follow-up needed
CRM0006824,CUST003999,2024-04-30,Email,Order Status,AGENT011,21.0,Resolved,2.0,Customer satisfied
CRM0007701,CUST004476,2024-04-30,In-Person,Feedback,AGENT010,,Pending,3.0,Customer satisfied
CRM0003673,CUST000391,2024-04-30,Phone Call,Feedback,AGENT028,,Resolved,2.0,Issue escalated
CRM0004754,CUST003909,2024-04-30,Social Media,Return Request,AGENT026,,Resolved,5.0,
CRM0000072,CUST004996,2024-04-30,In-Person,Product Inquiry,AGENT018,34.0,Resolved,2.0,Complex issue
CRM0005520,CUST004507,2024-04-30,Social Media,General Question,AGENT042,16.0,Resolved,1.0,Customer satisfied
CRM0002067,CUST000551,2024-04-30,Social Media,Product Inquiry,AGENT003,,Resolved,3.0,
CRM0000453,CUST000573,2024-04-30,In-Person,Technical Support,AGENT026,23.0,Resolved,5.0,Complex issue
CRM0003635,CUST000710,2024-04-30,Chat,Complaint,AGENT013,21.0,Pending,5.0,Resolved quickly
CRM0002671,CUST002572,2024-04-30,In-Person,Complaint,AGENT033,41.0,Escalated,5.0,
CRM0005406,CUST001530,2024-04-30,Chat,Technical Support,AGENT046,52.0,Escalated,3.0,
CRM0005236,CUST004624,2024-05-01,Social Media,Complaint,AGENT027,33.0,Resolved,5.0,Complex issue
CRM0002426,CUST002191,2024-05-01,Chat,Return Request,AGENT036,38.0,Closed,4.0,Follow-up needed
CRM0002746,CUST004641,2024-05-01,Phone Call,Complaint,AGENT033,46.0,Pending,2.0,Follow-up needed
CRM0007166,CUST003738,2024-05-01,Email,Technical Support,AGENT023,9.0,Resolved,2.0,Resolved quickly
CRM0001237,CUST004260,2024-05-02,Phone Call,Product Inquiry,AGENT030,,Closed,4.0,
CRM0006389,CUST000597,2024-05-02,Phone Call,Feedback,AGENT028,11.0,Resolved,1.0,Resolved quickly
CRM0007550,CUST001053,2024-05-02,Chat,Billing Issue,AGENT010,,Closed,5.0,Customer satisfied
CRM0000871,CUST004628,2024-05-02,Social Media,Return Request,AGENT037,23.0,Resolved,5.0,Issue escalated
CRM0007219,CUST003418,2024-05-02,Chat,Return Request,AGENT030,31.0,Resolved,5.0,Complex issue
CRM0006952,CUST002998,2024-05-03,In-Person,Technical Support,AGENT050,45.0,Pending,,Resolved quickly
CRM0004791,CUST002731,2024-05-03,Phone Call,Feedback,AGENT014,,Pending,3.0,Customer satisfied
CRM0004251,CUST001382,2024-05-03,Social Media,Product Inquiry,AGENT006,25.0,Resolved,3.0,Resolved quickly
CRM0002384,CUST003606,2024-05-03,Chat,Return Request,AGENT022,43.0,Pending,4.0,Complex issue
CRM0005884,CUST002767,2024-05-03,Social Media,General Question,AGENT029,42.0,Pending,5.0,Resolved quickly
CRM0005504,CUST004972,2024-05-04,Chat,Technical Support,AGENT015,24.0,Resolved,5.0,Issue escalated
CRM0000865,CUST004500,2024-05-04,In-Person,Return Request,AGENT044,,Resolved,2.0,Resolved quickly
CRM0007012,CUST002780,2024-05-04,Social Media,Billing Issue,AGENT004,28.0,Pending,4.0,
CRM0001058,CUST000170,2024-05-04,Email,Billing Issue,AGENT034,27.0,Escalated,3.0,Follow-up needed
CRM0002417,CUST002295,2024-05-04,Phone Call,Billing Issue,AGENT006,,Pending,4.0,Issue escalated
CRM0007526,CUST003331,2024-05-04,Chat,General Question,AGENT024,,Closed,4.0,
CRM0003086,CUST000101,2024-05-04,Phone Call,Technical Support,AGENT039,,Resolved,4.0,Follow-up needed
CRM0000237,CUST000657,2024-05-04,Phone Call,Billing Issue,AGENT032,24.0,Resolved,4.0,Complex issue
CRM0003075,CUST000251,2024-05-05,Email,Return Request,AGENT003,,Resolved,,Issue escalated
CRM0005440,CUST002989,2024-05-05,Phone Call,Return Request,AGENT022,,Resolved,4.0,
CRM0003703,CUST003795,2024-05-05,Phone Call,General Question,AGENT024,26.0,Escalated,5.0,Resolved quickly
CRM0002345,CUST000003,2024-05-05,Phone Call,Return Request,AGENT028,37.0,Pending,5.0,Issue escalated
CRM0007331,CUST004343,2024-05-05,Chat,General Question,AGENT025,51.0,Resolved,5.0,Customer satisfied
CRM0007595,CUST001836,2024-05-06,Phone Call,Feedback,AGENT006,,Resolved,2.0,Resolved quickly
CRM0006345,CUST003221,2024-05-06,Chat,Billing Issue,AGENT043,56.0,Resolved,3.0,Resolved quickly
CRM0001632,CUST000126,2024-05-06,In-Person,Billing Issue,AGENT031,,Resolved,4.0,Follow-up needed
CRM0000055,CUST003418,2024-05-06,Social Media,Order Status,AGENT010,28.0,Resolved,,Complex issue
CRM0002235,CUST000547,2024-05-06,In-Person,Product Inquiry,AGENT043,,Resolved,5.0,Issue escalated
CRM0006395,CUST001398,2024-05-06,Social Media,Technical Support,AGENT036,49.0,Pending,3.0,Issue escalated
CRM0005867,CUST000055,2024-05-06,Phone Call,Order Status,AGENT003,27.0,Resolved,,Complex issue
CRM0001422,CUST003163,2024-05-06,Chat,Technical Support,AGENT013,,Resolved,5.0,
CRM0004850,CUST003318,2024-05-06,In-Person,Billing Issue,AGENT035,17.0,Resolved,1.0,Customer satisfied
CRM0007536,CUST004157,2024-05-07,In-Person,Feedback,AGENT038,,Pending,5.0,Resolved quickly
CRM0005225,CUST002594,2024-05-07,Chat,Billing Issue,AGENT045,,Escalated,5.0,Customer satisfied
CRM0003257,CUST001745,2024-05-07,Email,Complaint,AGENT041,,Resolved,5.0,Resolved quickly
CRM0002576,CUST003469,2024-05-07,In-Person,Order Status,AGENT047,37.0,Resolved,4.0,Issue escalated
CRM0002279,CUST003049,2024-05-07,Email,General Question,AGENT025,47.0,Pending,,Issue escalated
CRM0006210,CUST004123,2024-05-07,Phone Call,General Question,AGENT046,23.0,Resolved,4.0,Issue escalated
CRM0004006,CUST001577,2024-05-07,Email,Billing Issue,AGENT035,,Pending,3.0,Follow-up needed
CRM0002394,CUST002342,2024-05-07,Email,Technical Support,AGENT045,35.0,Resolved,3.0,Complex issue
CRM0005704,CUST000263,2024-05-07,Email,Billing Issue,AGENT046,,Resolved,3.0,Customer satisfied
CRM0003494,CUST002100,2024-05-07,In-Person,Order Status,AGENT050,52.0,Pending,3.0,Complex issue
CRM0003052,CUST000108,2024-05-08,Phone Call,Return Request,AGENT017,3.0,Pending,2.0,Customer satisfied
CRM0007372,CUST001912,2024-05-08,In-Person,General Question,AGENT024,8.0,Resolved,1.0,Resolved quickly
CRM0002938,CUST000628,2024-05-08,Chat,General Question,AGENT041,7.0,Resolved,5.0,Complex issue
CRM0002747,CUST003291,2024-05-08,Email,Complaint,AGENT017,14.0,Resolved,4.0,Complex issue
CRM0000700,CUST000687,2024-05-08,Phone Call,Billing Issue,AGENT023,50.0,Pending,5.0,Resolved quickly
CRM0004661,CUST003093,2024-05-08,Email,Billing Issue,AGENT019,27.0,Resolved,5.0,Follow-up needed
CRM0001371,CUST001625,2024-05-09,In-Person,Billing Issue,AGENT014,51.0,Escalated,3.0,Follow-up needed
CRM0005708,CUST001166,2024-05-09,Social Media,Billing Issue,AGENT015,,Escalated,5.0,Follow-up needed
CRM0001766,CUST000144,2024-05-09,Social Media,Technical Support,AGENT021,,Resolved,5.0,Issue escalated
CRM0007507,CUST003586,2024-05-09,Phone Call,Complaint,AGENT011,,Resolved,4.0,Issue escalated
CRM0002139,CUST000196,2024-05-09,Social Media,Feedback,AGENT018,25.0,Resolved,2.0,Issue escalated
CRM0006124,CUST001383,2024-05-09,In-Person,Return Request,AGENT007,48.0,Resolved,4.0,Resolved quickly
CRM0002488,CUST002401,2024-05-09,In-Person,Order Status,AGENT025,47.0,Pending,,Follow-up needed
CRM0000317,CUST000979,2024-05-09,Email,Return Request,AGENT018,35.0,Closed,5.0,Complex issue
CRM0000309,CUST001455,2024-05-09,Social Media,Feedback,AGENT032,20.0,Resolved,5.0,Follow-up needed
CRM0000338,CUST004561,2024-05-09,Phone Call,Product Inquiry,AGENT038,,Closed,4.0,Customer satisfied
CRM0003372,CUST004622,2024-05-09,Chat,Billing Issue,AGENT006,12.0,Resolved,1.0,Customer satisfied
CRM0006169,CUST004688,2024-05-10,Email,General Question,AGENT024,32.0,Closed,5.0,Follow-up needed
CRM0004966,CUST002213,2024-05-10,Phone Call,Product Inquiry,AGENT047,,Resolved,,
CRM0004430,CUST004625,2024-05-10,Phone Call,Complaint,AGENT044,,Pending,4.0,
CRM0003386,CUST003051,2024-05-10,Email,Product Inquiry,AGENT009,51.0,Resolved,1.0,Complex issue
CRM0002538,CUST002045,2024-05-10,In-Person,Feedback,AGENT031,60.0,Resolved,4.0,
CRM0004739,CUST003654,2024-05-11,In-Person,General Question,AGENT021,,Resolved,4.0,Complex issue
CRM0005759,CUST002033,2024-05-11,In-Person,General Question,AGENT017,31.0,Resolved,2.0,Follow-up needed
CRM0002670,CUST001745,2024-05-11,Social Media,Complaint,AGENT034,59.0,Pending,4.0,Issue escalated
CRM0007882,CUST000251,2024-05-11,Chat,Product Inquiry,AGENT048,36.0,Resolved,5.0,Follow-up needed
CRM0007508,CUST003708,2024-05-11,Email,Product Inquiry,AGENT009,8.0,Resolved,5.0,Complex issue
CRM0002777,CUST002712,2024-05-11,Phone Call,Billing Issue,AGENT007,27.0,Resolved,,
