interaction_id,customer_id,interaction_date,interaction_type,reason,sentiment,resolution_status,agent_id,duration_minutes,satisfaction_score
INT0008707,CUST004452,2022-09-28 13:00:00,Store Visit,Inquiry,Negative,Escalated,AGENT025,30,3.0
INT0008708,CUST003717,2022-06-13 11:00:00,Social Media,Return Request,Neutral,Escalated,AGENT040,8,
INT0008709,CUST001124,2024-08-23 06:00:00,Email,Support,Neutral,Escalated,AGENT009,26,5.0
INT0008710,CUST003783,2024-07-09 19:00:00,Phone Call,Inquiry,Positive,Pending,AGENT025,43,1.0
INT0008711,CUST003040,2022-03-07 16:00:00,Phone Call,Complaint,Neutral,Escalated,AGENT032,40,5.0
INT0008712,CUST003258,2022-06-09 15:00:00,Chat,Inquiry,Positive,Escalated,AGENT010,5,3.0
INT0008713,CUST004693,2023-05-30 08:00:00,Store Visit,Inquiry,Negative,Escalated,AGENT041,43,2.0
INT0008714,CUST001031,2023-09-29 01:00:00,Social Media,Inquiry,Positive,Closed,AGENT015,6,
INT0008715,CUST004393,2022-02-18 14:00:00,Email,Inquiry,Negative,Closed,AGENT045,45,1.0
INT0008716,CUST001099,2023-11-05 17:00:00,Chat,Complaint,Neutral,Escalated,AGENT027,38,3.0
INT0008717,CUST004711,2023-02-19 11:00:00,Store Visit,Feedback,Neutral,Pending,AGENT021,3,1.0
INT0008718,CUST002527,2023-09-07 08:00:00,Email,Support,Neutral,Pending,AGENT039,21,5.0
INT0008719,CUST003160,2024-09-06 12:00:00,Chat,Complaint,Neutral,Pending,AGENT050,4,2.0
INT0008720,CUST001212,2023-09-02 09:00:00,Phone Call,Return Request,Negative,Closed,AGENT025,39,1.0
INT0008721,CUST002138,2024-09-15 07:00:00,Chat,Inquiry,Positive,Closed,AGENT025,2,1.0
INT0008722,CUST004462,2024-05-05 02:00:00,Store Visit,Support,Positive,Escalated,AGENT049,40,3.0
INT0008723,CUST000303,2022-12-26 05:00:00,Chat,Return Request,Positive,Resolved,AGENT011,4,4.0
INT0008724,CUST003980,2022-05-26 18:00:00,Chat,Support,Negative,Closed,AGENT040,43,4.0
INT0008725,CUST001854,2022-06-28 17:00:00,Store Visit,Return Request,Neutral,Resolved,AGENT034,17,5.0
INT0008726,CUST004893,2022-08-18 15:00:00,Chat,Complaint,Negative,Pending,AGENT044,17,3.0
INT0008727,CUST004496,2022-02-15 22:00:00,Store Visit,Return Request,Negative,Closed,AGENT018,38,1.0
INT0008728,CUST001228,2024-04-10 09:00:00,Chat,Return Request,Neutral,Resolved,AGENT007,35,
INT0008729,CUST001240,2024-01-29 03:00:00,Chat,Support,Negative,Closed,AGENT012,31,5.0
INT0008730,CUST000199,2023-07-12 04:00:00,Chat,Feedback,Negative,Escalated,AGENT016,7,1.0
INT0008731,CUST004085,2022-09-03 04:00:00,Phone Call,Support,Positive,Resolved,AGENT021,19,5.0
INT0008732,CUST004196,2024-04-30 06:00:00,Store Visit,Complaint,Neutral,Closed,AGENT029,15,4.0
INT0008733,CUST003133,2023-01-02 18:00:00,Email,Inquiry,Positive,Resolved,AGENT032,6,
INT0008734,CUST000423,2022-04-10 10:00:00,Chat,Support,Positive,Resolved,AGENT017,35,4.0
INT0008735,CUST001759,2024-06-10 14:00:00,Store Visit,Support,Positive,Escalated,AGENT015,33,3.0
INT0008736,CUST001510,2023-08-28 08:00:00,Store Visit,Return Request,Neutral,Pending,AGENT020,42,
INT0008737,CUST003006,2024-09-16 21:00:00,Store Visit,Support,Negative,Closed,AGENT036,19,
INT0008738,CUST001910,2024-01-21 00:00:00,Phone Call,Inquiry,Negative,Escalated,AGENT018,39,1.0
INT0008739,CUST003580,2024-05-22 22:00:00,Phone Call,Support,Positive,Escalated,AGENT044,26,
INT0008740,CUST001016,2022-02-28 22:00:00,Phone Call,Feedback,Neutral,Resolved,AGENT033,18,3.0
INT0008741,CUST004831,2023-03-10 16:00:00,Phone Call,Feedback,Positive,Pending,AGENT018,12,3.0
INT0008742,CUST003440,2022-06-23 07:00:00,Store Visit,Return Request,Negative,Pending,AGENT003,15,1.0
INT0008743,CUST003509,2022-03-14 01:00:00,Social Media,Inquiry,Neutral,Escalated,AGENT003,16,2.0
INT0008744,CUST004857,2024-06-25 05:00:00,Email,Support,Negative,Closed,AGENT017,16,
INT0008745,CUST003569,2022-05-30 07:00:00,Store Visit,Feedback,Positive,Pending,AGENT048,38,
INT0008746,CUST001988,2022-08-16 11:00:00,Email,Return Request,Positive,Escalated,AGENT047,22,4.0
INT0008747,CUST003744,2024-01-11 22:00:00,Chat,Inquiry,Negative,Escalated,AGENT001,42,1.0
INT0008748,CUST003724,2023-04-21 23:00:00,Email,Feedback,Positive,Escalated,AGENT002,21,
INT0008749,CUST004373,2023-09-18 10:00:00,Social Media,Return Request,Neutral,Pending,AGENT008,33,4.0
INT0008750,CUST002230,2023-01-23 21:00:00,Phone Call,Inquiry,Negative,Pending,AGENT005,18,
INT0008751,CUST004152,2023-01-15 20:00:00,Chat,Complaint,Neutral,Closed,AGENT047,24,2.0
INT0008752,CUST001956,2022-01-03 04:00:00,Chat,Return Request,Positive,Closed,AGENT002,29,3.0
INT0008753,CUST001385,2023-07-09 00:00:00,Phone Call,Inquiry,Neutral,Pending,AGENT004,18,1.0
INT0008754,CUST000102,2022-08-31 22:00:00,Email,Support,Neutral,Escalated,AGENT037,41,2.0
INT0008755,CUST001568,2022-10-19 03:00:00,Store Visit,Complaint,Neutral,Escalated,AGENT034,3,1.0
INT0008756,CUST000231,2024-07-15 12:00:00,Chat,Support,Negative,Pending,AGENT011,45,4.0
INT0008757,CUST001024,2022-01-26 08:00:00,Chat,Return Request,Positive,Escalated,AGENT040,12,3.0
INT0008758,CUST000511,2022-10-21 10:00:00,Chat,Inquiry,Neutral,Escalated,AGENT044,17,
INT0008759,CUST002699,2023-08-04 22:00:00,Chat,Inquiry,Negative,Resolved,AGENT022,5,4.0
INT0008760,CUST004018,2024-05-20 23:00:00,Social Media,Return Request,Positive,Closed,AGENT024,2,4.0
INT0008761,CUST000036,2024-04-30 15:00:00,Phone Call,Support,Neutral,Pending,AGENT005,34,2.0
INT0008762,CUST003592,2024-07-11 12:00:00,Chat,Support,Negative,Closed,AGENT050,2,1.0
INT0008763,CUST001009,2023-08-24 01:00:00,Email,Inquiry,Neutral,Escalated,AGENT045,36,4.0
INT0008764,CUST003475,2023-01-23 02:00:00,Social Media,Support,Neutral,Escalated,AGENT024,27,
INT0008765,CUST001817,2024-06-28 21:00:00,Phone Call,Support,Positive,Escalated,AGENT016,26,5.0
INT0008766,CUST004169,2022-10-13 07:00:00,Store Visit,Feedback,Negative,Pending,AGENT037,18,5.0
INT0008767,CUST001364,2023-05-13 07:00:00,Store Visit,Return Request,Negative,Pending,AGENT029,8,3.0
INT0008768,CUST000228,2023-07-18 09:00:00,Phone Call,Return Request,Negative,Closed,AGENT030,33,1.0
INT0008769,CUST003614,2023-04-22 15:00:00,Phone Call,Feedback,Negative,Escalated,AGENT004,15,4.0
INT0008770,CUST002320,2022-07-13 03:00:00,Chat,Inquiry,Neutral,Closed,AGENT002,31,2.0
INT0008771,CUST003627,2022-03-18 06:00:00,Store Visit,Complaint,Neutral,Closed,AGENT015,38,4.0
INT0008772,CUST002859,2023-02-21 19:00:00,Chat,Support,Neutral,Resolved,AGENT047,26,3.0
INT0008773,CUST004372,2024-01-19 16:00:00,Social Media,Inquiry,Negative,Escalated,AGENT010,34,1.0
INT0008774,CUST000391,2024-06-02 04:00:00,Phone Call,Inquiry,Negative,Pending,AGENT021,11,
INT0008775,CUST000410,2023-06-18 16:00:00,Phone Call,Return Request,Positive,Escalated,AGENT023,44,1.0
INT0008776,CUST001989,2024-09-03 17:00:00,Chat,Inquiry,Neutral,Closed,AGENT031,4,
INT0008777,CUST003459,2022-01-12 04:00:00,Social Media,Feedback,Neutral,Escalated,AGENT011,19,2.0
INT0008778,CUST004833,2023-09-29 16:00:00,Store Visit,Feedback,Positive,Resolved,AGENT016,18,2.0
INT0008779,CUST001584,2022-06-02 19:00:00,Store Visit,Feedback,Neutral,Resolved,AGENT018,19,3.0
INT0008780,CUST003523,2023-08-21 09:00:00,Social Media,Inquiry,Neutral,Escalated,AGENT029,30,4.0
INT0008781,CUST001353,2022-08-31 06:00:00,Store Visit,Feedback,Positive,Escalated,AGENT011,27,1.0
INT0008782,CUST004845,2022-05-09 17:00:00,Chat,Return Request,Neutral,Resolved,AGENT024,16,3.0
INT0008783,CUST003583,2023-02-14 06:00:00,Phone Call,Feedback,Negative,Resolved,AGENT041,2,5.0
INT0008784,CUST001004,2023-02-26 11:00:00,Chat,Return Request,Neutral,Resolved,AGENT018,9,4.0
INT0008785,CUST002276,2022-12-27 08:00:00,Store Visit,Inquiry,Neutral,Closed,AGENT021,25,4.0
INT0008786,CUST003083,2023-01-22 00:00:00,Store Visit,Inquiry,Neutral,Resolved,AGENT019,34,5.0
INT0008787,CUST002599,2024-06-04 08:00:00,Store Visit,Feedback,Neutral,Escalated,AGENT044,29,2.0
INT0008788,CUST001950,2022-04-07 19:00:00,Chat,Inquiry,Negative,Pending,AGENT049,9,3.0
INT0008789,CUST000808,2024-07-28 05:00:00,Store Visit,Complaint,Positive,Pending,AGENT050,42,
INT0008790,CUST000305,2023-01-14 02:00:00,Email,Complaint,Negative,Pending,AGENT016,43,
INT0008791,CUST003391,2022-02-23 19:00:00,Social Media,Feedback,Negative,Closed,AGENT015,23,3.0
INT0008792,CUST000638,2024-05-11 17:00:00,Email,Inquiry,Neutral,Closed,AGENT042,40,2.0
INT0008793,CUST004058,2022-08-26 03:00:00,Store Visit,Inquiry,Positive,Pending,AGENT017,9,4.0
INT0008794,CUST004395,2023-11-11 01:00:00,Store Visit,Inquiry,Negative,Resolved,AGENT047,35,2.0
INT0008795,CUST004731,2024-05-23 00:00:00,Phone Call,Return Request,Negative,Resolved,AGENT037,31,2.0
INT0008796,CUST001575,2023-09-16 23:00:00,Store Visit,Feedback,Positive,Closed,AGENT015,5,
INT0008797,CUST000911,2024-01-09 02:00:00,Chat,Feedback,Neutral,Closed,AGENT005,37,3.0
INT0008798,CUST000836,2023-03-05 19:00:00,Phone Call,Return Request,Neutral,Resolved,AGENT036,33,3.0
INT0008799,CUST001790,2024-02-02 00:00:00,Email,Feedback,Neutral,Pending,AGENT001,4,
INT0008800,CUST002219,2024-08-28 06:00:00,Social Media,Complaint,Negative,Pending,AGENT014,6,
INT0008801,CUST000470,2024-08-27 15:00:00,Social Media,Return Request,Negative,Resolved,AGENT046,35,
INT0008802,CUST004146,2023-04-29 23:00:00,Social Media,Inquiry,Positive,Resolved,AGENT008,31,2.0
INT0008803,CUST004698,2023-07-27 11:00:00,Email,Inquiry,Neutral,Pending,AGENT039,9,
INT0008804,CUST001768,2024-06-30 00:00:00,Social Media,Feedback,Neutral,Pending,AGENT012,25,5.0
INT0008805,CUST004097,2023-05-19 09:00:00,Chat,Support,Positive,Pending,AGENT012,20,2.0
INT0008806,CUST003823,2023-01-11 16:00:00,Chat,Inquiry,Neutral,Closed,AGENT032,9,
INT0008807,CUST002921,2024-08-20 13:00:00,Social Media,Inquiry,Neutral,Resolved,AGENT010,36,3.0
INT0008808,CUST001310,2022-05-28 10:00:00,Email,Support,Negative,Pending,AGENT024,22,3.0
INT0008809,CUST002591,2023-01-20 18:00:00,Chat,Feedback,Negative,Escalated,AGENT047,13,
INT0008810,CUST003170,2022-11-12 11:00:00,Phone Call,Feedback,Positive,Escalated,AGENT003,4,1.0
INT0008811,CUST000032,2024-07-12 11:00:00,Social Media,Inquiry,Negative,Pending,AGENT015,2,
INT0008812,CUST000785,2023-02-18 07:00:00,Phone Call,Feedback,Positive,Resolved,AGENT049,40,1.0
INT0008813,CUST000749,2023-01-04 10:00:00,Phone Call,Return Request,Neutral,Resolved,AGENT042,7,4.0
INT0008814,CUST002469,2023-10-11 11:00:00,Email,Inquiry,Positive,Pending,AGENT001,11,4.0
INT0008815,CUST000217,2024-01-03 09:00:00,Store Visit,Feedback,Negative,Escalated,AGENT045,32,1.0
INT0008816,CUST002968,2024-01-18 23:00:00,Chat,Complaint,Neutral,Closed,AGENT047,16,2.0
INT0008817,CUST000346,2024-01-27 20:00:00,Social Media,Feedback,Negative,Closed,AGENT033,38,
INT0008818,CUST003878,2024-01-08 20:00:00,Store Visit,Complaint,Neutral,Closed,AGENT002,12,1.0
INT0008819,CUST002784,2023-02-20 15:00:00,Store Visit,Feedback,Positive,Closed,AGENT048,35,5.0
INT0008820,CUST003322,2022-06-25 21:00:00,Phone Call,Support,Neutral,Pending,AGENT011,29,3.0
INT0008821,CUST003963,2022-02-13 01:00:00,Email,Support,Neutral,Escalated,AGENT002,20,5.0
INT0008822,CUST003745,2022-08-31 22:00:00,Social Media,Return Request,Negative,Escalated,AGENT040,28,3.0
INT0008823,CUST004061,2023-12-09 07:00:00,Chat,Inquiry,Neutral,Pending,AGENT047,35,5.0
INT0008824,CUST001539,2024-05-02 23:00:00,Email,Inquiry,Neutral,Closed,AGENT022,15,5.0
INT0008825,CUST001079,2022-10-30 20:00:00,Social Media,Feedback,Neutral,Escalated,AGENT024,11,5.0
INT0008826,CUST001566,2023-08-03 19:00:00,Store Visit,Inquiry,Positive,Closed,AGENT011,10,1.0
INT0008827,CUST004790,2022-07-31 20:00:00,Email,Inquiry,Positive,Pending,AGENT004,26,4.0
INT0008828,CUST000903,2022-03-25 02:00:00,Social Media,Feedback,Negative,Closed,AGENT026,40,5.0
INT0008829,CUST001455,2023-08-25 12:00:00,Phone Call,Feedback,Positive,Resolved,AGENT006,36,3.0
INT0008830,CUST004491,2024-01-28 14:00:00,Chat,Complaint,Neutral,Resolved,AGENT019,21,
INT0008831,CUST000125,2023-10-06 17:00:00,Chat,Support,Negative,Escalated,AGENT036,7,1.0
INT0008832,CUST003375,2023-09-26 01:00:00,Phone Call,Return Request,Neutral,Resolved,AGENT001,10,2.0
INT0008833,CUST004333,2022-05-27 10:00:00,Chat,Support,Positive,Escalated,AGENT035,5,
INT0008834,CUST003359,2022-09-12 19:00:00,Social Media,Inquiry,Positive,Closed,AGENT036,41,1.0
INT0008835,CUST002271,2022-04-06 08:00:00,Chat,Inquiry,Positive,Resolved,AGENT007,30,3.0
INT0008836,CUST001249,2022-04-24 18:00:00,Chat,Complaint,Neutral,Pending,AGENT033,5,3.0
INT0008837,CUST003169,2024-06-29 21:00:00,Chat,Support,Neutral,Resolved,AGENT027,32,
INT0008838,CUST003280,2022-10-29 19:00:00,Phone Call,Inquiry,Neutral,Pending,AGENT015,24,
INT0008839,CUST001708,2022-11-26 20:00:00,Social Media,Support,Positive,Pending,AGENT047,43,4.0
INT0008840,CUST002309,2024-04-24 15:00:00,Chat,Feedback,Negative,Pending,AGENT015,18,3.0
INT0008841,CUST000653,2022-04-24 20:00:00,Phone Call,Support,Neutral,Closed,AGENT004,16,
INT0008842,CUST003898,2023-06-14 20:00:00,Email,Complaint,Positive,Closed,AGENT005,19,4.0
INT0008843,CUST004375,2023-12-15 18:00:00,Social Media,Support,Positive,Closed,AGENT026,11,
INT0008844,CUST000437,2022-03-02 04:00:00,Social Media,Support,Neutral,Closed,AGENT021,17,3.0
INT0008845,CUST004220,2022-02-02 01:00:00,Store Visit,Complaint,Negative,Escalated,AGENT043,42,4.0
INT0008846,CUST002749,2023-03-21 06:00:00,Chat,Feedback,Positive,Escalated,AGENT031,15,4.0
INT0008847,CUST003350,2023-07-22 01:00:00,Chat,Inquiry,Negative,Escalated,AGENT048,31,
INT0008848,CUST000972,2022-01-23 22:00:00,Email,Feedback,Positive,Escalated,AGENT005,38,5.0
INT0008849,CUST004098,2023-06-17 12:00:00,Email,Return Request,Negative,Resolved,AGENT016,18,3.0
INT0008850,CUST001651,2024-06-06 01:00:00,Phone Call,Inquiry,Positive,Resolved,AGENT049,18,
INT0008851,CUST001418,2024-03-08 11:00:00,Email,Return Request,Positive,Pending,AGENT049,39,2.0
INT0008852,CUST004836,2022-07-03 14:00:00,Email,Support,Neutral,Resolved,AGENT043,17,
INT0008853,CUST004795,2022-06-07 04:00:00,Social Media,Support,Positive,Pending,AGENT009,41,
INT0008854,CUST004458,2022-04-26 04:00:00,Phone Call,Complaint,Positive,Pending,AGENT019,39,
INT0008855,CUST003496,2022-09-18 14:00:00,Email,Inquiry,Neutral,Pending,AGENT007,8,2.0
INT0008856,CUST000534,2024-03-28 02:00:00,Phone Call,Feedback,Positive,Resolved,AGENT023,37,3.0
INT0008857,CUST002347,2022-04-22 21:00:00,Phone Call,Feedback,Positive,Resolved,AGENT013,32,
INT0008858,CUST001275,2023-09-11 12:00:00,Chat,Support,Neutral,Resolved,AGENT049,15,3.0
INT0008859,CUST003759,2023-02-14 18:00:00,Store Visit,Feedback,Negative,Resolved,AGENT019,32,4.0
INT0008860,CUST003883,2022-05-20 16:00:00,Chat,Support,Positive,Pending,AGENT034,26,
INT0008861,CUST000303,2022-03-09 16:00:00,Social Media,Inquiry,Neutral,Escalated,AGENT001,19,3.0
INT0008862,CUST003844,2022-09-24 05:00:00,Store Visit,Complaint,Positive,Escalated,AGENT004,3,2.0
INT0008863,CUST001081,2024-05-13 14:00:00,Phone Call,Complaint,Negative,Escalated,AGENT027,36,2.0
INT0008864,CUST000837,2024-04-05 04:00:00,Store Visit,Complaint,Neutral,Pending,AGENT023,33,4.0
INT0008865,CUST002722,2023-10-16 16:00:00,Store Visit,Return Request,Neutral,Closed,AGENT048,2,3.0
INT0008866,CUST004056,2023-09-22 14:00:00,Phone Call,Complaint,Negative,Escalated,AGENT010,45,
INT0008867,CUST001571,2024-07-18 17:00:00,Email,Return Request,Negative,Resolved,AGENT044,3,
INT0008868,CUST003819,2022-05-16 00:00:00,Social Media,Inquiry,Neutral,Pending,AGENT050,31,2.0
INT0008869,CUST004970,2024-02-07 13:00:00,Social Media,Inquiry,Positive,Pending,AGENT047,14,4.0
INT0008870,CUST003801,2023-11-11 03:00:00,Phone Call,Return Request,Neutral,Escalated,AGENT002,12,
INT0008871,CUST002859,2023-12-16 00:00:00,Chat,Return Request,Negative,Pending,AGENT029,35,1.0
INT0008872,CUST001820,2023-08-23 06:00:00,Phone Call,Return Request,Neutral,Closed,AGENT005,43,2.0
INT0008873,CUST002727,2023-06-23 12:00:00,Chat,Feedback,Positive,Resolved,AGENT047,35,5.0
INT0008874,CUST004628,2023-11-13 06:00:00,Social Media,Return Request,Neutral,Pending,AGENT015,39,
INT0008875,CUST003369,2023-09-27 02:00:00,Store Visit,Support,Negative,Resolved,AGENT043,29,
INT0008876,CUST001407,2023-06-02 02:00:00,Chat,Complaint,Neutral,Resolved,AGENT048,39,5.0
INT0008877,CUST003429,2024-06-27 05:00:00,Social Media,Return Request,Negative,Pending,AGENT023,14,4.0
INT0008878,CUST000765,2022-02-08 00:00:00,Chat,Inquiry,Neutral,Pending,AGENT021,33,5.0
INT0008879,CUST001231,2023-02-26 07:00:00,Social Media,Return Request,Negative,Escalated,AGENT033,7,4.0
INT0008880,CUST000789,2022-03-31 01:00:00,Phone Call,Inquiry,Negative,Closed,AGENT039,19,4.0
INT0008881,CUST000755,2024-07-12 13:00:00,Social Media,Feedback,Neutral,Resolved,AGENT015,24,4.0
INT0008882,CUST003371,2022-03-06 15:00:00,Phone Call,Complaint,Negative,Resolved,AGENT020,38,
INT0008883,CUST002462,2023-10-04 07:00:00,Store Visit,Feedback,Neutral,Escalated,AGENT003,43,
INT0008884,CUST004524,2022-12-05 04:00:00,Store Visit,Support,Neutral,Closed,AGENT005,10,
INT0008885,CUST000233,2022-09-28 00:00:00,Chat,Return Request,Negative,Pending,AGENT038,18,
INT0008886,CUST003403,2022-11-04 01:00:00,Store Visit,Complaint,Negative,Resolved,AGENT033,31,3.0
INT0008887,CUST000096,2022-06-20 03:00:00,Phone Call,Return Request,Negative,Pending,AGENT033,10,
INT0008888,CUST000317,2023-05-17 09:00:00,Store Visit,Complaint,Positive,Escalated,AGENT046,32,
INT0008889,CUST001365,2023-08-22 04:00:00,Social Media,Return Request,Positive,Escalated,AGENT007,24,1.0
INT0008890,CUST004089,2023-03-18 07:00:00,Phone Call,Return Request,Neutral,Escalated,AGENT033,31,2.0
INT0008891,CUST003055,2022-08-18 03:00:00,Social Media,Feedback,Positive,Closed,AGENT021,39,5.0
INT0008892,CUST000348,2022-06-06 13:00:00,Store Visit,Inquiry,Positive,Closed,AGENT023,2,3.0
INT0008893,CUST004401,2022-06-07 11:00:00,Email,Complaint,Neutral,Resolved,AGENT046,7,4.0
INT0008894,CUST002713,2024-04-28 01:00:00,Store Visit,Return Request,Neutral,Pending,AGENT001,11,4.0
INT0008895,CUST002309,2022-09-19 13:00:00,Store Visit,Return Request,Negative,Escalated,AGENT025,25,
INT0008896,CUST004058,2022-11-08 21:00:00,Social Media,Complaint,Positive,Pending,AGENT003,14,
INT0008897,CUST001910,2022-07-20 20:00:00,Phone Call,Inquiry,Neutral,Pending,AGENT006,18,1.0
INT0008898,CUST002036,2023-09-08 00:00:00,Phone Call,Feedback,Positive,Pending,AGENT025,27,1.0
INT0008899,CUST004053,2023-09-16 06:00:00,Social Media,Feedback,Positive,Pending,AGENT026,24,4.0
INT0008900,CUST004652,2023-02-07 00:00:00,Chat,Feedback,Positive,Resolved,AGENT006,37,
INT0008901,CUST000940,2022-10-16 13:00:00,Email,Return Request,Negative,Closed,AGENT026,30,
INT0008902,CUST003074,2022-04-09 07:00:00,Store Visit,Inquiry,Positive,Escalated,AGENT016,10,
INT0008903,CUST003646,2022-12-13 13:00:00,Chat,Support,Negative,Closed,AGENT021,42,2.0
INT0008904,CUST002657,2023-12-17 07:00:00,Phone Call,Support,Positive,Escalated,AGENT005,11,1.0
INT0008905,CUST003703,2023-10-03 19:00:00,Social Media,Support,Positive,Pending,AGENT004,45,3.0
INT0008906,CUST004178,2023-05-09 03:00:00,Email,Feedback,Neutral,Pending,AGENT022,26,3.0
INT0008907,CUST003256,2024-06-06 23:00:00,Email,Inquiry,Negative,Resolved,AGENT035,13,
INT0008908,CUST002387,2022-12-10 13:00:00,Email,Return Request,Neutral,Escalated,AGENT017,42,2.0
INT0008909,CUST003212,2023-06-19 11:00:00,Social Media,Support,Positive,Pending,AGENT035,38,1.0
INT0008910,CUST002264,2022-09-02 14:00:00,Chat,Return Request,Positive,Closed,AGENT011,22,1.0
INT0008911,CUST004540,2023-03-01 08:00:00,Social Media,Support,Positive,Closed,AGENT042,21,1.0
INT0008912,CUST004528,2024-07-03 14:00:00,Social Media,Inquiry,Negative,Escalated,AGENT024,33,4.0
INT0008913,CUST000486,2023-05-14 08:00:00,Chat,Support,Negative,Resolved,AGENT036,23,
INT0008914,CUST000899,2024-02-12 19:00:00,Phone Call,Support,Neutral,Pending,AGENT025,7,1.0
INT0008915,CUST004745,2024-01-21 14:00:00,Phone Call,Inquiry,Neutral,Closed,AGENT005,11,1.0
INT0008916,CUST001725,2022-02-15 12:00:00,Store Visit,Return Request,Positive,Pending,AGENT026,31,4.0
INT0008917,CUST004713,2024-07-18 14:00:00,Chat,Return Request,Negative,Pending,AGENT011,35,1.0
INT0008918,CUST002712,2022-01-08 17:00:00,Social Media,Return Request,Negative,Closed,AGENT009,18,3.0
INT0008919,CUST003403,2022-05-02 02:00:00,Email,Complaint,Positive,Resolved,AGENT042,22,3.0
INT0008920,CUST000899,2022-01-30 07:00:00,Chat,Return Request,Neutral,Pending,AGENT004,35,
INT0008921,CUST004733,2024-03-28 11:00:00,Social Media,Feedback,Negative,Pending,AGENT001,39,
INT0008922,CUST003695,2022-07-15 13:00:00,Social Media,Inquiry,Positive,Escalated,AGENT049,37,2.0
INT0008923,CUST000692,2023-11-25 04:00:00,Store Visit,Support,Negative,Resolved,AGENT005,7,3.0
INT0008924,CUST003198,2023-08-19 03:00:00,Social Media,Complaint,Negative,Escalated,AGENT021,31,3.0
INT0008925,CUST004914,2024-01-09 08:00:00,Store Visit,Feedback,Negative,Pending,AGENT023,25,3.0
INT0008926,CUST000868,2024-07-18 09:00:00,Email,Inquiry,Negative,Escalated,AGENT035,11,1.0
INT0008927,CUST003101,2022-07-16 01:00:00,Chat,Complaint,Neutral,Escalated,AGENT026,19,
INT0008928,CUST000841,2023-08-13 01:00:00,Phone Call,Feedback,Positive,Resolved,AGENT039,10,1.0
INT0008929,CUST002912,2024-09-25 17:00:00,Chat,Return Request,Neutral,Escalated,AGENT031,33,
INT0008930,CUST001752,2022-06-06 15:00:00,Chat,Support,Negative,Escalated,AGENT042,16,4.0
INT0008931,CUST002609,2023-05-09 04:00:00,Store Visit,Return Request,Positive,Closed,AGENT037,22,2.0
INT0008932,CUST000904,2022-10-24 01:00:00,Phone Call,Feedback,Neutral,Pending,AGENT002,6,5.0
INT0008933,CUST002272,2024-08-25 08:00:00,Email,Feedback,Neutral,Escalated,AGENT024,42,
INT0008934,CUST001209,2023-11-08 21:00:00,Phone Call,Complaint,Negative,Closed,AGENT040,36,
INT0008935,CUST002734,2023-08-12 09:00:00,Chat,Inquiry,Neutral,Escalated,AGENT016,43,
INT0008936,CUST000136,2022-03-07 08:00:00,Email,Complaint,Positive,Closed,AGENT011,24,
INT0008937,CUST002562,2022-09-04 09:00:00,Chat,Feedback,Neutral,Escalated,AGENT022,11,4.0
INT0008938,CUST001547,2024-08-07 14:00:00,Chat,Support,Positive,Closed,AGENT008,6,5.0
INT0008939,CUST001866,2023-07-10 23:00:00,Email,Support,Negative,Pending,AGENT009,5,5.0
INT0008940,CUST000515,2024-06-16 11:00:00,Phone Call,Inquiry,Positive,Closed,AGENT024,6,4.0
INT0008941,CUST003257,2024-01-25 19:00:00,Chat,Feedback,Negative,Pending,AGENT003,34,
INT0008942,CUST003468,2023-10-12 22:00:00,Store Visit,Complaint,Positive,Closed,AGENT048,30,
INT0008943,CUST004825,2022-08-19 07:00:00,Social Media,Support,Positive,Pending,AGENT048,43,
INT0008944,CUST004175,2024-02-17 16:00:00,Email,Support,Neutral,Pending,AGENT044,29,2.0
INT0008945,CUST002738,2022-11-20 14:00:00,Store Visit,Complaint,Neutral,Resolved,AGENT027,18,2.0
INT0008946,CUST001164,2022-07-10 11:00:00,Social Media,Support,Negative,Resolved,AGENT039,4,1.0
INT0008947,CUST004123,2023-05-25 04:00:00,Chat,Support,Negative,Resolved,AGENT023,9,2.0
INT0008948,CUST001274,2022-05-09 12:00:00,Chat,Return Request,Positive,Closed,AGENT026,30,
INT0008949,CUST003319,2024-01-28 15:00:00,Email,Feedback,Positive,Closed,AGENT046,43,
INT0008950,CUST002952,2023-03-15 19:00:00,Phone Call,Complaint,Neutral,Pending,AGENT019,4,1.0
INT0008951,CUST000747,2022-08-08 03:00:00,Store Visit,Return Request,Neutral,Resolved,AGENT005,34,
INT0008952,CUST003570,2022-05-09 05:00:00,Store Visit,Support,Positive,Escalated,AGENT025,3,4.0
INT0008953,CUST003205,2023-09-08 22:00:00,Store Visit,Return Request,Neutral,Escalated,AGENT027,18,2.0
INT0008954,CUST004476,2023-06-29 13:00:00,Phone Call,Return Request,Negative,Pending,AGENT009,20,
INT0008955,CUST002168,2024-02-16 18:00:00,Social Media,Support,Negative,Escalated,AGENT009,40,3.0
INT0008956,CUST004284,2022-01-15 17:00:00,Phone Call,Complaint,Neutral,Escalated,AGENT011,9,5.0
INT0008957,CUST001633,2023-09-28 06:00:00,Chat,Support,Negative,Closed,AGENT030,5,5.0
INT0008958,CUST002747,2022-11-20 19:00:00,Social Media,Return Request,Negative,Resolved,AGENT044,20,1.0
INT0008959,CUST004891,2024-09-25 00:00:00,Phone Call,Feedback,Neutral,Escalated,AGENT042,26,1.0
INT0008960,CUST001183,2023-07-23 09:00:00,Phone Call,Inquiry,Neutral,Resolved,AGENT035,30,
